84 , COTA , 7773299.994688636 , 589989.1382931259 , 768.9850
85 , EL45 , 7773299.044683468 , 589988.9752921591 , 768.9890
86 , COTA , 7773297.6786756385 , 589988.7772907251 , 768.9520
87 , EL46 , 7773296.353668187 , 589988.5722893488 , 769.0520
88 , COTA , 7773295.187657702 , 589988.7532876993 , 768.9580
89 , EL47 , 7773293.758653228 , 589988.2042866135 , 768.6910
90 , COTA , 7773292.465647206 , 589987.8892854103 , 768.3510
91 , EL48 , 7773291.424641056 , 589987.7552842972 , 767.8870
92 , COTA , 7773290.111634236 , 589987.5002829962 , 767.4820
93 , EL49 , 7773289.0536297355 , 589987.2032820602 , 767.4500
94 , COTA , 7773287.648624985 , 589986.6962809537 , 767.4700
95 , EL50 , 7773286.520620331 , 589986.3662799714 , 767.5010
96 , COTA , 7773285.181613399 , 589986.104278648 , 767.5250
97 , EL51 , 7773284.1796101555 , 589985.7292778749 , 767.5070
98 , COTA , 7773282.8046042 , 589985.3532766469 , 767.5820
99 , EL52 , 7773281.813602811 , 589984.8152760857 , 767.9330
100 , COTA , 7773280.4755978 , 589984.3772749779 , 768.2410
101 , EL53 , 7773279.701600475 , 589983.6112749601 , 769.0390
102 , COTA , 7773278.80760094 , 589982.9682746462 , 769.9000
103 , EL54 , 7773277.885597979 , 589982.6212739379 , 770.4270
104 , COTA , 7773276.672594491 , 589982.1272730513 , 770.9460
105 , EL55 , 7773275.95459325 , 589981.7592726192 , 772.0110
106 , COTA , 7773275.2245907355 , 589981.5002720397 , 773.1620
107 , CR , 7773274.488587938 , 589981.2632714257 , 773.4850
108 , EL56 , 7773274.074588036 , 589980.9762712673 , 773.5500
109 , EL57 , 7773272.11559161 , 589979.3322708661 , 772.5880
110 , COTA , 7773271.290597867 , 589978.203271229 , 772.5670
111 , EL58 , 7773270.612603152 , 589977.2622715433 , 772.5870
112 , COTA , 7773269.835611011 , 589976.0182721044 , 772.6470
113 , EL59 , 7773268.921612356 , 589975.2812718817 , 772.6750
114 , COTA , 7773268.122621947 , 589973.8632726278 , 772.6860
115 , EL60 , 7773267.318622692 , 589973.255272383 , 772.6770
116 , COTA , 7773266.544631338 , 589971.9412730342 , 772.7220
117 , EL61 , 7773265.657632414 , 589971.2472727929 , 772.7380
118 , COTA , 7773264.769639358 , 589970.0132732077 , 772.8010
119 , EL62 , 7773263.967641382 , 589969.2892731063 , 772.8240
120 , COTA , 7773263.118645163 , 589968.3722731823 , 772.8690
121 , EL63 , 7773262.194649398 , 589967.3632732797 , 773.2290
122 , TN , 7773261.623649225 , 589966.9962730273 , 773.4550
123 , EL64 , 7773260.090644829 , 589966.3722719103 , 772.5450
124 , CR , 7773259.911643381 , 589966.3852716747 , 772.5550
125 , EL65 , 7773257.928646955 , 589964.7272712671 , 771.9030
126 , EL66 , 7773256.316657178 , 589962.7072717533 , 771.2000
127 , NA , 7773256.282655167 , 589962.8692715145 , 771.1880
128 , BAT , 7773254.764652429 , 589962.1032705903 , 771.0850
129 , EL67 , 7773254.195649563 , 589961.9852700369 , 771.0980
130 , NA , 7773253.175637323 , 589962.4262682511 , 771.2000
131 , COTA , 7773252.775632456 , 589962.6052675438 , 771.3200
132 , EL68 , 7773251.760624813 , 589962.6272662743 , 771.7220
133 , COTA , 7773250.492612243 , 589962.9322643509 , 772.1810
134 , EL69 , 7773249.252604067 , 589962.8522629304 , 772.6050
135 , CR , 7773248.577598217 , 589962.9372620003 , 772.8470
136 , COTA , 7773248.103594184 , 589962.9902613554 , 772.9120
137 , EL70 , 7773247.082585341 , 589963.1182599496 , 773.3800
